Order_ID,Order_Date,Customer_ID,Product_ID,Category,Region,Quantity,Unit_Price,Discount,Sub_Category,Sales,Cost,Profit
ORD100095,2024-03-15,CUST00367,PROD0027,Clothing,West,3,25.13,0.01,Women,74.64,48.52,26.12
ORD100096,2022-04-09,CUST00343,PROD0024,Beauty,West,5,341.48,0.02,Haircare,1673.25,1087.61,585.64
ORD100097,2023-11-15,CUST00347,PROD0022,Clothing,West,5,71.32,0.16,Men,299.54,194.7,104.84
ORD100098,2023-12-27,CUST00096,PROD0089,Grocery,West,3,248.35,0.28,Dairy,536.44,348.69,187.75
ORD100099,2024-08-18,CUST01279,PROD0003,Sports,South,7,147.28,0.04,Apparel,989.72,643.32,346.4
ORD100100,2023-09-05,CUST01160,PROD0016,Beauty,North,8,420.06,0.2,Makeup,2688.38,1747.45,940.93
ORD100101,2023-10-05,CUST01272,PROD0030,Grocery,North,7,333.79,0.2,Beverages,1869.22,1214.99,654.23
ORD100102,2024-10-25,CUST00884,PROD0112,Sports,Central,2,151.94,0.09,Outdoor Games,276.53,179.74,96.79
ORD100103,2023-05-18,CUST00486,PROD0043,Clothing,East,7,254.1,0.02,Men,1743.13,1133.03,610.1
ORD100104,2024-02-06,CUST01426,PROD0004,Beauty,South,1,379.56,0.18,Haircare,311.24,202.31,108.93
ORD100105,2023-02-02,CUST00604,PROD0107,Electronics,East,3,434.14,0.13,Mobiles,1133.11,736.52,396.59
ORD100106,2024-05-20,CUST00412,PROD0040,Sports,South,4,311.7,0.09,Outdoor Games,1134.59,737.48,397.11
ORD100107,2024-03-05,CUST00448,PROD0016,Toys,South,6,309.21,0.23,Outdoor,1428.55,928.56,499.99
ORD100108,2023-01-28,CUST00247,PROD0119,Electronics,South,9,55.97,0.12,Mobiles,443.28,288.13,155.15
ORD100109,2022-07-26,CUST00770,PROD0104,Electronics,North,9,263.04,0.19,Accessories,1917.56,1246.41,671.15
ORD100110,2024-11-04,CUST00699,PROD0105,Toys,East,6,408.56,0.08,Educational,2255.25,1465.91,789.34
ORD100111,2024-06-10,CUST00421,PROD0110,Grocery,East,9,342.81,0.02,Dairy,3023.58,1965.33,1058.25
ORD100112,2024-05-13,CUST00124,PROD0072,Clothing,West,6,28.54,0.05,Men,162.68,105.74,56.94
ORD100113,2024-01-13,CUST01284,PROD0088,Grocery,East,7,351.29,0.11,Snacks,2188.54,1422.55,765.99
ORD100114,2023-07-18,CUST01193,PROD0016,Grocery,West,6,204.3,0.22,Snacks,956.12,621.48,334.64
ORD100115,2024-10-17,CUST00941,PROD0118,Beauty,Central,3,343.56,0.18,Makeup,845.16,549.35,295.81
ORD100116,2022-04-06,CUST00877,PROD0091,Beauty,West,1,406.56,0.11,Makeup,361.84,235.2,126.64
ORD100117,2023-04-30,CUST01135,PROD0066,Grocery,South,4,91.35,0.14,Snacks,314.24,204.26,109.98
ORD100118,2022-08-19,CUST01314,PROD0055,Clothing,North,1,435.96,0.17,Kids,361.85,235.2,126.65
ORD100119,2024-01-19,CUST00013,PROD0020,Grocery,South,1,101.32,0.05,Snacks,96.25,62.56,33.69
ORD100120,2023-06-25,CUST01287,PROD0051,Beauty,Central,5,147.19,0.08,Makeup,677.07,440.1,236.97
ORD100121,2024-11-25,CUST00800,PROD0084,Grocery,North,8,341.86,0.08,Dairy,2516.09,1635.46,880.63
ORD100122,2023-06-09,CUST01047,PROD0084,Furniture,Central,1,365.02,0.03,Chairs,354.07,230.15,123.92
ORD100123,2023-08-01,CUST00945,PROD0083,Electronics,South,5,215.77,0.06,Laptops,1014.12,659.18,354.94
ORD100124,2023-11-13,CUST00200,PROD0057,Beauty,North,8,60.77,0.17,Skincare,403.51,262.28,141.23
ORD100125,2023-07-11,CUST01266,PROD0051,Furniture,Central,3,459.15,0.07,Chairs,1281.03,832.67,448.36
ORD100126,2024-10-09,CUST01263,PROD0018,Clothing,West,6,176.61,0.17,Kids,879.52,571.69,307.83
ORD100127,2023-10-08,CUST00303,PROD0077,Sports,East,7,483.78,0.01,Apparel,3352.6,2179.19,1173.41
ORD100128,2024-03-06,CUST01189,PROD0081,Sports,South,8,425.35,0.05,Outdoor Games,3232.66,2101.23,1131.43
ORD100129,2024-11-17,CUST00738,PROD0059,Toys,West,3,151.23,0.18,Educational,372.03,241.82,130.21
ORD100130,2022-07-09,CUST00176,PROD0097,Sports,Central,1,375.25,0.18,Fitness,307.71,200.01,107.7
ORD100131,2023-09-25,CUST01053,PROD0117,Toys,Central,8,140.29,0.08,Puzzles,1032.53,671.14,361.39
ORD100132,2023-09-20,CUST00677,PROD0028,Sports,North,4,17.48,0.19,Outdoor Games,56.64,36.82,19.82
ORD100133,2024-08-30,CUST00535,PROD0069,Furniture,West,2,135.15,0.05,Tables,256.79,166.91,89.88
ORD100134,2023-12-11,CUST01318,PROD0028,Furniture,Central,1,84.27,0.25,Sofas,63.2,41.08,22.12
ORD100135,2023-10-11,CUST00477,PROD0089,Furniture,North,6,157.38,0.08,Chairs,868.74,564.68,304.06
ORD100136,2022-11-14,CUST00383,PROD0084,Electronics,East,1,241.53,0.14,Accessories,207.72,135.02,72.7
ORD100137,2023-11-15,CUST00556,PROD0085,Clothing,East,6,79.51,0.28,Women,343.48,223.26,120.22
ORD100138,2023-10-26,CUST01320,PROD0013,Beauty,North,8,52.92,0.17,Makeup,351.39,228.4,122.99
ORD100139,2023-03-18,CUST00334,PROD0006,Sports,West,3,256.77,0.23,Outdoor Games,593.14,385.54,207.6
ORD100140,2023-07-18,CUST01272,PROD0029,Sports,North,6,177.09,0.22,Apparel,828.78,538.71,290.07
ORD100141,2024-08-09,CUST01265,PROD0106,Sports,North,6,226.18,0.11,Outdoor Games,1207.8,785.07,422.73
ORD100142,2023-11-30,CUST01130,PROD0119,Grocery,West,5,495.2,0.03,Snacks,2401.72,1561.12,840.6
ORD100143,2022-04-23,CUST00898,PROD0009,Furniture,East,3,179.09,0.1,Chairs,483.54,314.3,169.24
ORD100144,2022-01-02,CUST00931,PROD0029,Electronics,Central,6,303.69,0.01,Mobiles,1803.92,1172.55,631.37
ORD100145,2023-10-04,CUST00685,PROD0038,Toys,East,1,244.52,0.08,Puzzles,224.96,146.22,78.74
ORD100146,2022-08-08,CUST00561,PROD0065,Beauty,West,4,369.94,0.01,Skincare,1464.96,952.22,512.74
ORD100147,2024-05-04,CUST00123,PROD0056,Beauty,South,8,492.5,0.13,Haircare,3427.8,2228.07,1199.73
ORD100148,2023-01-20,CUST01059,PROD0030,Toys,West,6,264.09,0.0,Puzzles,1584.54,1029.95,554.59
ORD100149,2024-12-12,CUST00618,PROD0114,Toys,East,4,178.47,0.23,Puzzles,549.69,357.3,192.39
ORD100150,2023-12-31,CUST00988,PROD0096,Furniture,East,6,85.43,0.29,Chairs,363.93,236.55,127.38
ORD100151,2022-09-04,CUST00840,PROD0059,Toys,West,1,407.12,0.01,Puzzles,403.05,261.98,141.07
ORD100152,2024-04-15,CUST00416,PROD0087,Toys,West,3,41.39,0.17,Educational,103.06,66.99,36.07
ORD100153,2022-07-22,CUST00708,PROD0103,Toys,West,7,292.8,0.08,Educational,1885.63,1225.66,659.97
ORD100154,2022-05-03,CUST00637,PROD0058,Grocery,East,1,383.14,0.16,Snacks,321.84,209.2,112.64
ORD100155,2023-02-05,CUST01351,PROD0010,Toys,North,2,99.99,0.28,Puzzles,143.99,93.59,50.4
ORD100156,2024-02-06,CUST01319,PROD0108,Electronics,South,3,242.97,0.23,Mobiles,561.26,364.82,196.44
ORD100157,2022-10-21,CUST01456,PROD0021,Furniture,North,4,201.48,0.22,Tables,628.62,408.6,220.02
ORD100158,2022-10-07,CUST00347,PROD0056,Sports,East,6,109.14,0.09,Fitness,595.9,387.34,208.56
ORD100159,2024-06-02,CUST00037,PROD0026,Grocery,North,9,441.6,0.24,Dairy,3020.54,1963.35,1057.19
ORD100160,2022-07-17,CUST00512,PROD0015,Grocery,West,1,268.49,0.03,Beverages,260.44,169.29,91.15
ORD100161,2024-09-08,CUST00849,PROD0081,Furniture,Central,4,428.87,0.21,Tables,1355.23,880.9,474.33
ORD100162,2024-01-22,CUST00535,PROD0035,Toys,West,4,426.44,0.12,Educational,1501.07,975.7,525.37
ORD100163,2022-05-24,CUST00910,PROD0089,Sports,South,6,490.17,0.13,Apparel,2558.69,1663.15,895.54
ORD100164,2023-09-01,CUST00773,PROD0015,Sports,West,1,460.18,0.15,Apparel,391.15,254.25,136.9
ORD100165,2022-07-06,CUST00664,PROD0097,Toys,Central,9,367.6,0.23,Outdoor,2547.47,1655.86,891.61
ORD100166,2023-04-09,CUST01042,PROD0075,Clothing,East,1,339.33,0.09,Men,308.79,200.71,108.08
ORD100167,2023-10-22,CUST00027,PROD0088,Toys,North,1,86.2,0.1,Puzzles,77.58,50.43,27.15
ORD100168,2024-02-03,CUST00536,PROD0006,Beauty,West,3,217.56,0.16,Skincare,548.25,356.36,191.89
ORD100169,2024-08-12,CUST01053,PROD0028,Sports,North,1,283.96,0.08,Apparel,261.24,169.81,91.43
ORD100170,2023-02-07,CUST01008,PROD0063,Electronics,South,4,35.63,0.13,Laptops,123.99,80.59,43.4
ORD100171,2022-05-27,CUST00658,PROD0029,Toys,North,7,81.56,0.2,Educational,456.74,296.88,159.86
ORD100172,2024-05-13,CUST00640,PROD0048,Furniture,South,9,322.17,0.3,Chairs,2029.67,1319.29,710.38
ORD100173,2023-05-04,CUST01141,PROD0063,Toys,South,4,77.79,0.08,Outdoor,286.27,186.08,100.19
ORD100174,2024-07-17,CUST01156,PROD0058,Furniture,West,6,172.51,0.08,Tables,952.26,618.97,333.29
ORD100175,2023-07-05,CUST01313,PROD0021,Grocery,Central,2,23.45,0.12,Snacks,41.27,26.83,14.44
ORD100176,2022-12-04,CUST01260,PROD0076,Clothing,North,7,89.02,0.2,Kids,498.51,324.03,174.48
ORD100177,2024-05-21,CUST00042,PROD0022,Grocery,South,8,279.47,0.28,Dairy,1609.75,1046.34,563.41
ORD100178,2023-10-03,CUST01184,PROD0027,Furniture,South,3,322.79,0.28,Chairs,697.23,453.2,244.03
ORD100179,2023-04-18,CUST01149,PROD0085,Beauty,South,1,55.95,0.1,Makeup,50.36,32.73,17.63
ORD100180,2022-05-31,CUST01284,PROD0079,Clothing,East,2,124.5,0.13,Women,216.63,140.81,75.82
ORD100181,2022-09-20,CUST01300,PROD0057,Grocery,North,2,200.85,0.13,Beverages,349.48,227.16,122.32
ORD100182,2022-05-24,CUST00213,PROD0082,Toys,North,6,342.79,0.1,Puzzles,1851.07,1203.2,647.87
ORD100183,2022-12-12,CUST01497,PROD0010,Sports,South,7,42.13,0.09,Fitness,268.37,174.44,93.93
ORD100184,2023-09-16,CUST00836,PROD0022,Beauty,North,5,227.19,0.02,Makeup,1113.23,723.6,389.63
ORD100185,2024-10-13,CUST00702,PROD0044,Sports,North,1,369.7,0.16,Fitness,310.55,201.86,108.69
ORD100186,2024-05-30,CUST01455,PROD0084,Beauty,East,5,74.55,0.2,Skincare,298.2,193.83,104.37
ORD100187,2022-01-02,CUST00080,PROD0083,Toys,South,8,275.09,0.3,Outdoor,1540.5,1001.32,539.18
ORD100188,2024-06-15,CUST00955,PROD0028,Beauty,North,2,223.19,0.19,Haircare,361.57,235.02,126.55
ORD100189,2022-09-11,CUST01252,PROD0101,Clothing,Central,8,198.46,0.18,Kids,1301.9,846.24,455.66
ORD100190,2023-03-29,CUST00902,PROD0050,Grocery,South,6,467.27,0.11,Beverages,2495.22,1621.89,873.33
ORD100191,2024-11-26,CUST01119,PROD0051,Electronics,North,1,200.8,0.02,Accessories,196.78,127.91,68.87
ORD100192,2024-10-11,CUST00424,PROD0119,Electronics,East,9,226.16,0.18,Laptops,1669.06,1084.89,584.17
ORD100193,2022-01-09,CUST00919,PROD0108,Electronics,Central,8,35.82,0.04,Accessories,275.1,178.82,96.28
ORD100194,2024-03-26,CUST00516,PROD0001,Grocery,West,5,185.72,0.22,Dairy,724.31,470.8,253.51
ORD100195,2022-07-27,CUST00165,PROD0034,Sports,West,4,264.22,0.23,Fitness,813.8,528.97,284.83
ORD100196,2023-02-08,CUST01450,PROD0035,Grocery,Central,1,9.68,0.03,Dairy,9.39,6.1,3.29
ORD100197,2022-06-01,CUST00997,PROD0090,Beauty,West,2,29.56,0.08,Skincare,54.39,35.35,19.04
ORD100198,2022-02-23,CUST00993,PROD0061,Grocery,Central,5,123.32,0.25,Beverages,462.45,300.59,161.86
ORD100199,2023-09-20,CUST00893,PROD0030,Furniture,North,5,372.45,0.29,Sofas,1322.2,859.43,462.77
ORD100200,2023-08-10,CUST01016,PROD0076,Sports,West,8,392.75,0.22,Fitness,2450.76,1592.99,857.77
ORD100201,2022-04-14,CUST01066,PROD0078,Electronics,West,5,401.78,0.12,Accessories,1767.83,1149.09,618.74
ORD100202,2022-09-11,CUST00741,PROD0103,Electronics,Central,5,288.75,0.25,Accessories,1082.81,703.83,378.98
ORD100203,2023-05-25,CUST01427,PROD0068,Electronics,North,3,418.59,0.09,Mobiles,1142.75,742.79,399.96
ORD100204,2022-04-09,CUST00755,PROD0076,Sports,North,7,72.85,0.26,Fitness,377.36,245.28,132.08
ORD100205,2022-06-02,CUST00416,PROD0088,Furniture,South,6,462.23,0.01,Sofas,2745.65,1784.67,960.98
ORD100206,2024-07-02,CUST01324,PROD0040,Furniture,South,5,404.11,0.3,Sofas,1414.38,919.35,495.03
ORD100207,2024-05-27,CUST01079,PROD0095,Beauty,North,2,301.78,0.03,Skincare,585.45,380.54,204.91
ORD100208,2022-12-04,CUST00336,PROD0065,Beauty,Central,4,292.57,0.27,Haircare,854.3,555.29,299.01
ORD100209,2024-04-01,CUST00881,PROD0037,Grocery,East,3,60.23,0.26,Snacks,133.71,86.91,46.8
ORD100210,2024-08-14,CUST01454,PROD0064,Sports,East,7,401.5,0.09,Fitness,2557.56,1662.41,895.15
ORD100211,2022-06-10,CUST00972,PROD0001,Beauty,South,9,251.63,0.14,Skincare,1947.62,1265.95,681.67
ORD100212,2024-03-11,CUST00685,PROD0015,Sports,West,3,411.64,0.06,Apparel,1160.82,754.53,406.29
ORD100213,2023-02-02,CUST01358,PROD0013,Electronics,East,7,161.22,0.14,Laptops,970.54,630.85,339.69
ORD100214,2024-03-26,CUST00741,PROD0029,Electronics,West,9,30.22,0.05,Accessories,258.38,167.95,90.43
ORD100215,2023-02-05,CUST01430,PROD0055,Sports,West,5,257.3,0.09,Outdoor Games,1170.72,760.97,409.75
ORD100216,2023-10-02,CUST00030,PROD0045,Toys,North,8,441.27,0.01,Puzzles,3494.86,2271.66,1223.2
ORD100217,2024-11-22,CUST00575,PROD0004,Sports,East,8,48.95,0.17,Apparel,325.03,211.27,113.76
ORD100218,2023-11-19,CUST00221,PROD0064,Beauty,East,7,208.75,0.22,Haircare,1139.78,740.86,398.92
ORD100219,2023-04-05,CUST00827,PROD0015,Toys,West,1,417.87,0.06,Puzzles,392.8,255.32,137.48
ORD100220,2024-08-12,CUST00594,PROD0108,Toys,West,5,118.15,0.18,Outdoor,484.42,314.87,169.55
ORD100221,2023-04-15,CUST00754,PROD0104,Furniture,North,9,134.84,0.01,Tables,1201.42,780.92,420.5
ORD100222,2024-11-11,CUST01277,PROD0048,Beauty,Central,9,312.58,0.03,Makeup,2728.82,1773.73,955.09
ORD100223,2024-01-20,CUST01345,PROD0076,Grocery,East,6,432.99,0.16,Dairy,2182.27,1418.48,763.79
ORD100224,2022-02-07,CUST01063,PROD0056,Clothing,East,8,290.63,0.02,Women,2278.54,1481.05,797.49
ORD100225,2022-08-18,CUST01021,PROD0089,Electronics,North,4,256.2,0.14,Accessories,881.33,572.86,308.47
ORD100226,2023-07-17,CUST01489,PROD0091,Beauty,North,9,465.04,0.02,Skincare,4101.65,2666.07,1435.58
ORD100227,2023-03-14,CUST01435,PROD0070,Toys,Central,2,269.99,0.1,Outdoor,485.98,315.89,170.09
ORD100228,2022-01-27,CUST01436,PROD0087,Electronics,West,2,174.63,0.26,Accessories,258.45,167.99,90.46
ORD100229,2022-08-14,CUST00492,PROD0015,Electronics,East,7,378.0,0.22,Laptops,2063.88,1341.52,722.36
ORD100230,2024-03-08,CUST00438,PROD0039,Electronics,West,4,347.15,0.12,Laptops,1221.97,794.28,427.69
ORD100231,2022-10-11,CUST00479,PROD0069,Sports,East,4,156.66,0.11,Fitness,557.71,362.51,195.2
