Customer_ID,Recency,Frequency,Monetary,Avg_Order_Value,Total_Profit,Segment,PCA1,PCA2
CUST00037,99,15,16736.17,1115.7446666666665,5857.66,0,0.5214623299900397,0.44336576825744534
CUST00038,74,13,17860.190000000002,1373.8607692307694,6251.05,0,0.41540492772504933,0.11919577327917999
CUST00039,57,10,12978.17,1297.817,4542.37,1,-0.6798315530287774,-0.549716144533768
CUST00040,126,10,9844.8,984.48,3445.69,1,-1.3960894289595807,0.03898494765232341
CUST00041,30,8,5576.78,697.0975,1951.86,1,-1.8707532017892623,-1.4374749160195952
CUST00042,16,10,12039.37,1203.937,4213.78,1,-0.6136063059534723,-1.0771688895406362
CUST00043,14,15,15552.47,1036.8313333333333,5443.34,0,0.7566136185051259,-0.6017628047622448
CUST00044,10,15,11912.18,794.1453333333334,4169.26,0,0.30770941395926,-0.8783145476753099
CUST00045,67,6,6302.04,1050.34,2205.71,1,-2.3102922911008803,-1.0793745548857339
CUST00046,6,11,9560.21,869.1099999999999,3346.07,1,-0.7041317714995736,-1.2934652352302964
CUST00047,108,15,9547.74,636.516,3341.73,0,-0.4419299647274147,0.09011669762481526
CUST00048,3,11,10467.38,951.58,3663.59,1,-0.5740644080288287,-1.2701606674632775
CUST00049,38,13,16103.37,1238.720769230769,5636.18,0,0.3538955611849224,-0.4030821506647087
CUST00050,89,6,7383.27,1230.545,2584.15,1,-2.2717257290022386,-0.7597215191645473
CUST00051,1,12,15278.45,1273.2041666666669,5347.46,0,0.234456812779781,-0.932741430782712
CUST00052,261,15,20165.67,1344.378,7057.98,3,0.22387475902960624,2.5096930654128773
CUST00053,78,15,12092.92,806.1946666666666,4232.52,0,0.021267885277798878,-0.0908127891576528
CUST00054,280,10,7614.09,761.409,2664.94,3,-2.383561333507808,1.6549883317438554
CUST00055,1,15,15726.31,1048.4206666666666,5504.21,0,0.8381152870736628,-0.7390962924561926
CUST00056,89,13,16340.7,1256.976923076923,5719.26,0,0.15212406943441417,0.19399972529869344
CUST00057,136,12,12175.01,1014.5841666666666,4261.24,1,-0.7784874842821252,0.41107095617819756
CUST00058,33,13,18736.65,1441.2807692307692,6557.82,0,0.71456231826097,-0.2931155859624829
CUST00059,113,17,19789.89,1164.111176470588,6926.46,2,1.2136905149531145,0.9069930577392895
CUST00060,21,12,10663.12,888.5933333333334,3732.09,1,-0.44884598712197776,-0.9972440825780327
CUST00061,180,5,2827.46,565.492,989.61,1,-3.4527483840069335,-0.06525358435836941
CUST00062,42,11,9853.12,895.7381818181819,3448.59,1,-0.8304697073477713,-0.8640426741741166
CUST00063,64,6,7594.42,1265.736666666667,2658.04,1,-2.1307952090319935,-1.0316362348129213
CUST00064,2,15,13624.22,908.2813333333336,4768.49,0,0.563823997676714,-0.8610189014432762
CUST00065,65,11,15198.95,1381.7227272727273,5319.62,0,-0.249227857709844,-0.26247505092960915
CUST00066,19,15,16592.37,1106.158,5807.33,0,0.8672852320848877,-0.4787406872013027
CUST00067,106,7,9768.74,1395.5342857142855,3419.0599999999995,1,-1.8609701514106192,-0.35932334693734796
CUST00068,60,10,12899.38,1289.938,4514.77,1,-0.7036021165921234,-0.5204768226430073
CUST00069,8,9,5777.349999999999,641.9277777777777,2022.07,1,-1.5627774216082138,-1.6207445984669966
CUST00070,140,12,11578.32,964.86,4052.39,1,-0.8732678390829974,0.4188723555264507
CUST00071,23,8,7025.71,878.21375,2459.0,1,-1.652954040000073,-1.4254559406751455
CUST00072,25,20,26313.45,1315.6725,9209.71,2,2.9976787270579037,0.4817341939528049
CUST00073,42,18,22915.91,1273.1061111111112,8020.559999999999,2,2.120175318481913,0.3500802975706399
CUST00074,25,11,9450.36,859.1236363636364,3307.63,1,-0.8047429513234841,-1.0835989865242395
CUST00075,99,12,8035.78,669.6483333333333,2812.52,1,-1.14115161177023,-0.27373482012522704
CUST00076,39,12,12479.01,1039.9175,4367.64,1,-0.2977949133340503,-0.6766410513668802
CUST00077,53,17,16212.58,953.6811764705882,5674.39,0,1.0278604446004664,-0.004653568919693476
CUST00078,82,15,22608.19,1507.2126666666666,7912.860000000001,2,1.3523618740137335,0.6218168292708058
CUST00079,51,18,20042.87,1113.4927777777775,7015.02,2,1.7105290670687265,0.27055509278494655
CUST00080,60,15,21106.41,1407.094,7387.26,2,1.2598308038378125,0.2754884358688699
CUST00081,46,11,13937.18,1267.0163636363636,4878.0,1,-0.32462143016023565,-0.5593427360928521
CUST00082,20,20,25520.97,1276.0485,8932.36,2,2.9187557725875943,0.3744058512043016
CUST00083,11,18,14143.25,785.7361111111111,4950.14,0,1.1356339718978128,-0.560148629447476
CUST00084,3,15,16104.74,1073.6493333333333,5636.650000000001,0,0.8775681246631224,-0.6922679618359496
CUST00085,81,14,14053.57,1003.8264285714286,4918.75,0,0.0771328008747412,0.012708415325717213
CUST00086,30,9,9013.76,1001.5288888888888,3154.82,1,-1.2476605598591362,-1.1643891555019685
CUST00087,85,19,27792.14,1462.7442105263158,9727.24,2,2.73215302156129,1.2051868249392637
CUST00088,165,8,4206.28,525.785,1472.2,1,-2.6613285661976422,0.016257324322072664
CUST00089,52,13,11101.52,853.963076923077,3885.53,1,-0.35168441820017343,-0.5605755425775294
CUST00090,91,15,18370.12,1224.6746666666666,6429.55,0,0.7675564917939172,0.4557081897093347
CUST00091,60,9,10034.62,1114.9577777777777,3512.12,1,-1.2532681247997888,-0.7572668438381316
CUST00092,68,12,12599.58,1049.965,4409.87,1,-0.41437324989561625,-0.33803617445280065
CUST00093,12,19,22235.59,1170.2942105263155,7782.46,2,2.3515437897901887,0.01963750569923709
CUST00094,4,17,12501.89,735.405294117647,4375.66,0,0.7748273668140916,-0.7992249741157452
CUST00095,111,13,9986.69,768.2069230769231,3495.35,1,-0.7633910924867036,0.04203776531849994
CUST00096,95,14,13825.4,987.5285714285716,4838.87,0,-0.015893872320016864,0.15800808358039142
CUST00097,18,9,14170.45,1574.4944444444443,4959.66,1,-0.5313185629083561,-0.9742496781807438
CUST00098,90,16,16360.83,1022.551875,5726.28,0,0.6963432665635987,0.37192639656260834
CUST00099,114,14,17080.27,1220.0192857142858,5978.08,0,0.3152520745182605,0.5812974912344243
CUST00100,174,14,24437.8,1745.5571428571427,8553.21,2,0.9861557692292313,1.7327223145690052
CUST00101,88,11,10127.75,920.7045454545456,3544.7,1,-1.0046877072188924,-0.32165644973027413
CUST00102,7,12,11632.83,969.4025,4071.49,1,-0.2606657261977567,-1.095508095774847
CUST00103,54,15,12443.11,829.5406666666667,4355.1,0,0.17548642386972083,-0.342495924376732
CUST00104,84,12,16202.37,1350.1975,5670.82,0,-0.02492227734005598,0.07308474477289001
CUST00105,88,14,14484.22,1034.587142857143,5069.4800000000005,0,0.10051925338086166,0.1199106236445251
CUST00106,46,19,31712.07,1669.0563157894735,11099.23,2,3.4127382172440885,1.008746467185765
CUST00107,101,17,22428.07,1319.2982352941176,7849.82,2,1.6068601109106506,0.9373842172087862
CUST00108,21,9,10631.85,1181.3166666666666,3721.14,1,-0.9990480961325073,-1.1644650448108098
CUST00109,3,12,5055.51,421.2925,1769.43,1,-1.0864463524728143,-1.5583547519422019
CUST00110,54,19,18770.96,987.9452631578948,6569.81,2,1.715721865091646,0.27919435044565155
CUST00111,22,21,16383.92,780.1866666666667,5734.4,2,1.9192559963929086,-0.1272506279719407
CUST00112,238,7,6632.97,947.5671428571428,2321.55,3,-2.864402679672102,0.948201410570121
CUST00113,11,13,11086.19,852.7838461538462,3880.15,0,-0.16696052821885235,-1.0294528683537671
CUST00114,64,11,8514.88,774.0799999999999,2980.19,1,-1.1023668436387024,-0.6978558794417372
CUST00115,21,14,14652.48,1046.6057142857142,5128.38,0,0.4271906342731221,-0.6340418559569744
CUST00116,72,7,3860.6,551.5142857142857,1351.21,1,-2.4642791603590406,-1.1220935952470232
CUST00117,100,14,18116.88,1294.0628571428572,6340.92,0,0.5120168690065525,0.4872769245453787
CUST00118,30,16,15926.83,995.426875,5574.38,0,0.9138592380237974,-0.3403410396279964
CUST00119,14,16,22898.78,1431.17375,8014.570000000001,2,1.88134713634002,-0.08070943981688238
CUST00120,100,9,9559.58,1062.1755555555555,3345.86,1,-1.496362308097331,-0.33090585277481166
CUST00121,45,23,18893.79,821.4691304347826,6612.81,2,2.500716999181933,0.40459126496680864
CUST00122,101,14,17138.75,1224.196428571429,5998.57,0,0.3819508762414877,0.4366467540765572
CUST00123,210,10,12268.98,1226.898,4294.14,3,-1.4675102646119338,1.1513844712800447
CUST00124,177,11,7167.86,651.6236363636364,2508.76,3,-1.7897536120954305,0.5062947420935001
CUST00125,21,19,23476.73,1235.6173684210526,8216.86,2,2.469824538356508,0.20107347809339335
CUST00126,298,16,15935.54,995.97125,5577.429999999999,3,-0.30534488409075594,2.7187120724502187
CUST00127,18,12,12919.41,1076.6175,4521.79,0,-0.1456610463424255,-0.8883652464618219
CUST00128,75,15,20155.62,1343.708,7054.46,0,1.069524896786147,0.38636485468910203
CUST00129,9,16,14442.32,902.645,5054.8,0,0.8189907955562957,-0.6741616864011011
CUST00130,96,6,3609.19,601.5316666666666,1263.21,1,-2.787885551725647,-0.9192240467890935
CUST00131,6,11,7511.41,682.8554545454546,2628.98,1,-0.9670315079131505,-1.4234199916595425
CUST00132,27,14,15187.41,1084.815,5315.57,0,0.4685116198288621,-0.5316375149991461
CUST00133,70,12,15781.5,1315.125,5523.52,0,-0.015179694794394126,-0.11338333187344662
CUST00134,71,11,12131.92,1102.9018181818185,4246.17,1,-0.6701063716524678,-0.38854192945044513
CUST00135,42,11,19377.2,1761.5636363636363,6782.03,0,0.3916496413352724,-0.259933197108198
CUST00136,45,12,13082.75,1090.2291666666667,4578.97,0,-0.24764430513939087,-0.5698721131863381
CUST00137,27,18,20368.19,1131.566111111111,7128.85,2,1.8615563149321215,0.017294461083831293
CUST00138,119,12,17019.82,1418.3183333333334,5956.93,0,-0.07939838453868836,0.5243664015376698
CUST00139,71,13,9654.12,742.6246153846155,3378.9500000000003,1,-0.6239285258061905,-0.43554968066468686
CUST00140,32,19,24422.14,1285.375789473684,8547.74,2,2.541050663412825,0.3865760188106718
CUST00141,3,15,9955.02,663.668,3484.26,0,0.08844289671637198,-1.082342817706734
CUST00142,5,15,19545.01,1303.0006666666666,6840.74,0,1.3099128643125908,-0.4512280578921406
CUST00143,5,14,10494.76,749.6257142857143,3673.14,0,-0.03346833844252492,-1.0803618151012913
CUST00144,100,7,3484.09,497.7271428571429,1219.4199999999998,1,-2.640088809970982,-0.8264306662905124
CUST00145,56,13,13517.35,1039.796153846154,4731.07,0,-0.05990155846540104,-0.3616909223984326
CUST00146,29,15,16714.64,1114.3093333333334,5850.129999999999,0,0.8374403876797548,-0.3568619803657045
CUST00147,87,15,16013.13,1067.542,5604.59,0,0.4833239153911317,0.2605557727068764
CUST00148,58,12,12121.47,1010.1225,4242.52,1,-0.43018939836699993,-0.4824857034905577
CUST00149,170,13,13675.3,1051.9461538461535,4786.36,3,-0.5587256904952019,0.9493318010661973
CUST00150,346,5,2999.86,599.972,1049.96,3,-4.186497160877202,1.8401261207591717
CUST00151,41,13,13036.13,1002.7792307692308,4562.64,0,-0.05334958129542585,-0.5633992968777066
CUST00152,12,15,13128.21,875.2139999999999,4594.86,0,0.4546421515975344,-0.7783575056214784
CUST00153,47,13,20048.06,1542.1584615384616,7016.81,0,0.8190928376607136,-0.050160829898682
CUST00154,297,7,7546.57,1078.0814285714284,2641.29,3,-3.0158234732804834,1.6794774120349594
CUST00155,7,18,21027.67,1168.2038888888887,7359.68,2,2.037248844289343,-0.16912124089897826
CUST00156,14,14,12924.59,923.185,4523.61,0,0.23734378833418807,-0.8235276001164086
CUST00157,38,14,19929.1,1423.507142857143,6975.1900000000005,0,1.0268721705744284,-0.10533809672563069
CUST00158,29,17,16943.510000000002,996.6770588235296,5930.2300000000005,0,1.2309351163640527,-0.23218648256376714
CUST00159,33,11,9405.12,855.0109090909092,3291.79,1,-0.846975613597093,-0.9951700193160803
CUST00160,26,17,24297.0,1429.235294117647,8503.96,2,2.1881870897711355,0.20000618822208088
CUST00161,80,11,11731.21,1066.4736363636364,4105.93,1,-0.7625059882904788,-0.3112479996389509
CUST00162,33,10,15708.51,1570.851,5497.97,0,-0.22019481469809363,-0.6504270943198768
CUST00163,2,9,9058.42,1006.4911111111112,3170.46,1,-1.1144335330160575,-1.4811012283090481
CUST00164,100,10,8653.99,865.399,3028.91,1,-1.4305034168297912,-0.33326797717857837
CUST00165,117,13,14447.07,1111.313076923077,5056.48,0,-0.2183607305620281,0.39343219736632423
CUST00166,33,12,11099.53,924.9608333333334,3884.84,1,-0.4474876152057245,-0.832614940129433
CUST00167,59,13,12737.05,979.7730769230768,4457.96,0,-0.1736891046973767,-0.3769481649271762
CUST00168,17,15,17181.93,1145.462,6013.68,0,0.9520437942665032,-0.4641697086278975
CUST00169,64,16,19567.23,1222.951875,6848.53,2,1.2261743733610686,0.27858715511624615
CUST00170,300,9,8937.05,993.0055555555556,3127.9700000000003,3,-2.4869325602839942,1.9120704237790225
CUST00171,21,12,6318.51,526.5425,2211.48,1,-1.006341508314769,-1.272821364074551
CUST00172,220,13,10752.72,827.1323076923078,3763.45,3,-1.1614198781124485,1.3345692378271612
CUST00173,20,14,16239.01,1159.9292857142857,5683.66,0,0.6353258381051629,-0.544821059847996
CUST00174,6,16,10430.759999999998,651.9224999999999,3650.76,0,0.31789219822581355,-0.9628506558711114
CUST00175,4,18,22171.78,1231.7655555555557,7760.13,2,2.197720084930057,-0.13078764150937758
CUST00176,85,11,10794.54,981.3218181818182,3778.08,1,-0.9054656378906188,-0.31359911173212585
CUST00177,22,13,16219.54,1247.656923076923,5676.85,0,0.4416573979482983,-0.5783105762501666
CUST00178,160,10,12273.16,1227.316,4295.610000000001,3,-1.2393019178524496,0.5810338164582103
CUST00179,18,13,14321.09,1101.6223076923077,5012.39,0,0.2162641641534206,-0.7443779415086448
CUST00180,105,18,23493.0,1305.1666666666667,8222.55,2,1.907360178184766,1.1056608360876368
CUST00181,21,10,13956.85,1395.685,4884.89,1,-0.3903246032084298,-0.8984821413924347
CUST00182,33,12,6687.03,557.2524999999999,2340.46,1,-1.0136947056610683,-1.1124984635304718
CUST00183,1,18,22791.7,1266.2055555555555,7977.09,2,2.290927848007987,-0.1257032532544148
CUST00184,142,12,13948.98,1162.415,4882.15,1,-0.5781742645376512,0.5920672248039743
CUST00185,85,6,8884.06,1480.6766666666665,3109.42,1,-2.060932268143423,-0.7101761324489186
CUST00186,12,17,13691.41,805.3770588235294,4791.98,0,0.891037733891336,-0.6324755583286247
CUST00187,4,16,12023.69,751.480625,4208.28,0,0.5314020824131352,-0.8846362255413549
CUST00188,102,11,10350.23,940.93,3622.57,1,-1.039887473826976,-0.14777219001482308
CUST00189,9,19,17127.42,901.4431578947368,5994.59,2,1.7097294173969904,-0.3386091001666518
CUST00190,249,9,7712.68,856.9644444444444,2699.45,3,-2.4118169431086796,1.2523809029572042
CUST00191,262,6,7119.84,1186.64,2491.95,3,-3.0932738028820235,1.1978998332844861
CUST00192,185,7,8955.68,1279.3828571428571,3134.49,3,-2.32502282458407,0.4906774559996775
CUST00193,4,12,12213.49,1017.7908333333334,4274.71,1,-0.17249576263739708,-1.0929139572940998
CUST00194,180,12,11824.91,985.4091666666668,4138.72,3,-1.023763263698321,0.8910061164462899
CUST00195,63,5,3114.15,622.83,1089.95,1,-2.8832082234748433,-1.3823098762777783
CUST00196,62,15,21955.31,1463.6873333333335,7684.35,2,1.359653828361329,0.3521585344787982
CUST00197,30,13,12306.8,946.676923076923,4307.38,0,-0.09684856117200583,-0.7351959493827479
CUST00198,49,14,13788.86,984.9185714285716,4826.09,0,0.188875571441532,-0.3692761650931273
CUST00199,153,9,4432.52,492.5022222222221,1551.38,1,-2.3955932349402507,-0.051260959700051366
CUST00200,28,14,10137.13,724.0807142857142,3548.0,0,-0.1840881300801637,-0.8405629126220845
CUST00201,227,15,14028.96,935.264,4910.15,3,-0.4087640980016209,1.7324246920167938
CUST00202,5,13,11245.69,865.053076923077,3936.0,0,-0.1191730288284383,-1.0878097271234064
CUST00203,3,17,16480.15,969.4205882352942,5768.04,0,1.2898667031004687,-0.5582974767208818
CUST00204,45,11,9060.24,823.6581818181818,3171.08,1,-0.9458715051826768,-0.880097862249463
CUST00205,34,15,18675.39,1245.026,6536.38,0,1.066274448680662,-0.1754306293715963
CUST00206,172,14,14094.71,1006.765,4933.14,3,-0.3319511524342785,1.0538386524375112
CUST00207,34,17,17515.7,1030.3352941176472,6130.48,0,1.2815907031388585,-0.13883106703793013
CUST00208,1,10,11903.21,1190.321,4166.12,1,-0.5627766135126708,-1.2569902139157147
CUST00209,70,22,31214.16,1418.8254545454545,10924.96,2,3.785753990014968,1.4162972837642955
CUST00210,71,12,10413.9,867.8249999999999,3644.87,1,-0.7084975940390096,-0.442436239897658
CUST00211,28,14,14446.54,1031.895714285714,5056.29,0,0.3688905662777205,-0.5672183563434054
CUST00212,46,17,23454.47,1379.674705882353,8209.09,2,1.9890057880835232,0.37481108477518854
CUST00213,107,15,21586.17,1439.078,7555.15,2,1.107381417853681,0.8422983091978881
CUST00214,54,19,16285.93,857.1542105263158,5700.07,2,1.3968455804470583,0.12156965873861854
CUST00215,26,12,11235.79,936.3158333333332,3932.52,1,-0.3981288072812412,-0.903858220799225
CUST00216,36,15,14464.5,964.3,5062.58,0,0.5168308501526107,-0.41970146059041413
CUST00217,223,9,7224.82,802.7577777777777,2528.7,3,-2.356029169112469,0.924715881304718
CUST00218,111,9,11394.25,1266.0277777777778,3987.98,1,-1.311027329271423,-0.08899782264799035
CUST00219,60,16,11117.18,694.82375,3891.01,0,0.16008711716908527,-0.30304619131259924
CUST00220,51,17,22584.5,1328.5,7904.57,2,1.8546050082699825,0.37669073325104435
CUST00221,26,17,14528.06,854.5917647058823,5084.8,0,0.9346475783302683,-0.4196346836404333
CUST00222,182,12,14098.52,1174.8766666666666,4934.47,3,-0.7411230371708081,1.058045133951333
CUST00223,86,9,6668.75,740.9722222222222,2334.06,1,-1.803562244563812,-0.6740427356442938
CUST00224,62,14,20856.27,1489.7335714285714,7299.7,0,1.0365630459346966,0.22736759202354515
CUST00225,108,20,22168.32,1108.416,7758.9,2,2.087844780989588,1.1660320807161044
CUST00226,261,10,13310.8,1331.08,4658.78,3,-1.5660504946739617,1.7994949015190054
CUST00227,14,17,17106.71,1006.2770588235294,5987.349999999999,0,1.320178350923542,-0.39301949383622026
CUST00228,44,20,19333.53,966.6765,6766.72,2,2.0155078087808382,0.2558340069394796
CUST00229,3,12,17851.15,1487.5958333333335,6247.88,0,0.5554759353263959,-0.7467312261923393
CUST00230,16,17,20269.42,1192.318823529412,7094.31,2,1.7169069001986685,-0.16958513567262465
CUST00231,148,18,17428.62,968.2566666666668,6100.03,2,0.9333877866080266,1.2117286504858884
CUST00232,2,11,6213.93,564.9027272727272,2174.86,1,-1.1153089399741023,-1.5513680139019703
CUST00233,20,16,20281.92,1267.62,7098.67,2,1.5182339359181398,-0.17822217312991198
CUST00234,4,22,21081.33,958.2422727272728,7378.46,2,2.786047524084022,0.02036213662271135
CUST00235,70,10,6909.570000000001,690.9570000000001,2418.35,1,-1.5177422660239526,-0.7862854780077538
CUST00236,196,9,12636.55,1404.0611111111111,4422.79,3,-1.5386591309874873,0.9598477304218528
CUST00237,226,8,9069.45,1133.68125,3174.3,3,-2.3150518108264913,1.0208779727263346
CUST00238,38,13,21327.1,1640.5461538461536,7464.49,0,1.024198782629521,-0.0717425568526503
CUST00239,53,11,12103.04,1100.2763636363636,4236.07,1,-0.5918503105475672,-0.5957954637430956
CUST00240,7,16,16106.48,1006.655,5637.26,0,1.0416408340899364,-0.5914291589899041
CUST00241,258,11,6726.9400000000005,611.5400000000001,2354.42,3,-2.215160573480887,1.402724902877467
CUST00242,38,9,14777.38,1641.9311111111112,5172.08,1,-0.5445067701299284,-0.7075059778137283
CUST00243,151,13,10199.35,784.5653846153847,3569.78,1,-0.9182403769499929,0.5120193567314841
CUST00244,24,16,11389.33,711.833125,3986.27,0,0.35893292350627953,-0.6966271696530872
CUST00245,42,9,13062.69,1451.41,4571.96,1,-0.7827476409940468,-0.7706189760093529
CUST00246,22,17,18288.63,1075.8017647058823,6401.04,2,1.4354134944568864,-0.22675214372113311
CUST00247,75,20,23342.7,1167.135,8169.94,2,2.3888034186367513,0.8639162223687878
CUST00248,15,16,19688.82,1230.55125,6891.1,2,1.4648952012087344,-0.27290390355077815
CUST00249,62,12,14536.27,1211.3558333333333,5087.6900000000005,0,-0.1385387070862033,-0.28366641589596014
CUST00250,40,13,14900.43,1146.186923076923,5215.16,0,0.19042875987730165,-0.45655963475283995
CUST00251,53,14,16765.35,1197.525,5867.87,0,0.5526016985609372,-0.1348290528505686
CUST00252,7,13,16454.54,1265.733846153846,5759.09,0,0.5401139286199,-0.7345893355157765
CUST00253,91,9,10964.82,1218.3133333333333,3837.69,1,-1.275062519544282,-0.3444827523852758
CUST00254,12,15,13332.37,888.8246666666668,4666.31,0,0.4808397356399965,-0.7654076993580096
CUST00255,113,14,16195.87,1156.8478571428573,5668.55,0,0.20632029001742347,0.5137879543173792
CUST00256,33,16,19921.28,1245.08,6972.4400000000005,2,1.4127622991916295,-0.05273735221699846
CUST00257,6,11,17397.17,1581.560909090909,6089.01,0,0.30149821594856463,-0.7963692629803238
CUST00258,6,16,13133.09,820.818125,4596.56,0,0.6646521770927122,-0.7914426917255409
CUST00259,24,18,14667.16,814.8422222222222,5133.52,0,1.1436668069814495,-0.378557072982293
CUST00260,25,15,16705.16,1113.6773333333333,5846.8,0,0.8544376825324537,-0.40311255713718885
CUST00261,42,12,12473.97,1039.4975000000002,4365.91,1,-0.3121019589549415,-0.6427237895665839
CUST00262,110,16,14352.52,897.0325,5023.38,0,0.3475703723749029,0.4727862248073956
CUST00263,16,14,17110.88,1222.2057142857143,5988.79,0,0.7654169843284718,-0.5351678760870145
CUST00264,69,12,9953.34,829.445,3483.66,1,-0.7584892618469615,-0.4944740512605472
CUST00265,21,12,11490.71,957.5591666666666,4021.76,1,-0.3426505591355898,-0.9447503023782672
CUST00266,17,18,19331.36,1073.9644444444446,6765.99,2,1.7740458377175745,-0.1625945064116317
CUST00267,78,8,7414.58,926.8225,2595.11,1,-1.8534938454655834,-0.7731126656548537
CUST00268,58,13,17820.42,1370.8015384615385,6237.12,0,0.48315671719423636,-0.06592387874008154
CUST00269,19,14,15527.88,1109.134285714286,5434.75,0,0.5486278672163817,-0.6013401337396139
CUST00270,173,17,22283.74,1310.8082352941178,7799.33,2,1.2604922036117694,1.7499161484743997
CUST00271,79,14,11523.6,823.1142857142858,4033.26,0,-0.23840325561518086,-0.17059143845334057
CUST00272,176,12,13721.97,1143.4975,4802.7,3,-0.7621208773472129,0.9656867878799084
CUST00273,23,19,29546.43,1555.0752631578948,10341.24,2,3.2395748099846724,0.6088973215128725
CUST00274,126,7,7631.29,1090.1842857142858,2670.97,1,-2.2263141467123804,-0.2666548293355092
CUST00275,76,7,6674.95,953.5642857142856,2336.2200000000003,1,-2.121358657635427,-0.8979309735391375
CUST00276,63,10,13685.32,1368.532,4789.87,1,-0.6164114886927043,-0.4363879417288855
CUST00277,23,8,9630.21,1203.77625,3370.58,1,-1.3187474978831457,-1.260253303463133
CUST00278,28,14,12057.62,861.2585714285715,4220.16,0,0.06234700989685254,-0.7187468201900252
CUST00279,97,9,10226.91,1136.3233333333333,3579.4100000000003,1,-1.3970709465698858,-0.3228142627420716
CUST00280,126,15,19983.42,1332.2279999999998,6994.2,0,0.8152029710970153,0.9574703681962033
CUST00281,25,9,9634.55,1070.5055555555557,3372.1,1,-1.1452342803967939,-1.182074215051155
CUST00282,187,7,6378.17,911.1671428571428,2232.35,3,-2.6648729188836913,0.35001141785797885
CUST00283,19,17,17492.46,1028.9682352941177,6122.36,0,1.3469101643398225,-0.3114899104016895
CUST00284,212,10,12548.58,1254.858,4392.01,3,-1.4407391826598004,1.1919440452730412
CUST00285,198,16,14877.84,929.865,5207.24,3,0.014276176374201895,1.5103909035528589
