Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Year,Month,Day,Quarter,Is_Weekend,Profit_Margin,Recency,Frequency,Monetary,Avg_Order_Value,Total_Profit,Category_Clothing,Category_Electronics,Category_Furniture,Category_Grocery,Category_Sports,Category_Toys,Region_East,Region_North,Region_South,Region_West,Sub_Category_Apparel,Sub_Category_Beverages,Sub_Category_Chairs,Sub_Category_Dairy,Sub_Category_Educational,Sub_Category_Fitness,Sub_Category_Haircare,Sub_Category_Kids,Sub_Category_Laptops,Sub_Category_Makeup,Sub_Category_Men,Sub_Category_Mobiles,Sub_Category_Outdoor,Sub_Category_Outdoor Games,Sub_Category_Puzzles,Sub_Category_Skincare,Sub_Category_Snacks,Sub_Category_Sofas,Sub_Category_Tables,Sub_Category_Women,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday
ORD100010,2024-03-16,CUST00165,PROD0033,6,352.0,0.16,1774.08,1153.15,620.93,2024,3,16,1,1,0.35,117,13,14447.07,1111.313076923077,5056.48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100011,2023-01-21,CUST00755,PROD0030,7,370.07,0.29,1839.25,1195.51,643.74,2023,1,21,1,1,0.35,131,12,11292.42,941.035,3952.3599999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100012,2024-08-13,CUST00090,PROD0050,8,333.35,0.1,2400.12,1560.08,840.04,2024,8,13,3,0,0.35,91,15,18370.12,1224.6746666666666,6429.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD100013,2022-10-04,CUST00987,PROD0034,3,296.54,0.2,711.7,462.6,249.1,2022,10,4,4,0,0.35,53,20,14220.48,711.024,4977.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ORD100014,2023-04-05,CUST01082,PROD0005,3,352.21,0.0,1056.63,686.81,369.82,2023,4,5,2,0,0.35,129,16,19568.86,1223.05375,6849.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD100015,2022-01-22,CUST01287,PROD0080,2,290.19,0.13,504.93,328.2,176.73,2022,1,22,1,1,0.35,48,14,15970.11,1140.722142857143,5589.55,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100016,2022-09-10,CUST00648,PROD0012,6,242.16,0.01,1438.43,934.98,503.45,2022,9,10,3,1,0.35,133,13,17858.0,1373.6923076923076,6250.29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100017,2024-01-18,CUST00750,PROD0076,2,270.51,0.07,503.15,327.05,176.1,2024,1,18,1,0,0.35,76,15,15544.25,1036.2833333333333,5440.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100018,2024-05-06,CUST00819,PROD0075,1,40.68,0.14,34.98,22.74,12.24,2024,5,6,2,0,0.35,3,14,16045.580000000002,1146.1128571428574,5615.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100019,2023-04-20,CUST00243,PROD0052,1,265.14,0.17,220.07,143.05,77.02,2023,4,20,2,0,0.35,151,13,10199.35,784.5653846153847,3569.78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ORD100020,2024-12-18,CUST00663,PROD0051,9,353.29,0.26,2352.91,1529.39,823.52,2024,12,18,4,0,0.35,13,8,10021.38,1252.6725,3507.49,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD100021,2023-05-26,CUST00858,PROD0021,1,249.39,0.06,234.43,152.38,82.05,2023,5,26,2,0,0.35,153,15,13104.369999999999,873.6246666666666,4586.52,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD100022,2023-12-01,CUST00219,PROD0071,7,280.7,0.09,1788.06,1162.24,625.82,2023,12,1,4,0,0.35,60,16,11117.18,694.82375,3891.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD100023,2024-09-02,CUST00009,PROD0058,5,383.2,0.17,1590.28,1033.68,556.6,2024,9,2,3,0,0.35,67,11,14827.29,1347.9354545454546,5189.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100024,2022-07-09,CUST00430,PROD0098,6,74.97,0.06,422.83,274.84,147.99,2022,7,9,3,1,0.35,78,13,17517.47,1347.4976923076924,6131.110000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ORD100025,2024-08-15,CUST00013,PROD0064,9,376.18,0.27,2471.5,1606.48,865.02,2024,8,15,3,0,0.35,138,11,13151.11,1195.5554545454545,4602.89,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100026,2023-11-18,CUST00907,PROD0093,3,189.92,0.26,421.62,274.05,147.57,2023,11,18,4,1,0.35,2,17,11695.039999999999,687.9435294117646,4093.29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100027,2024-08-15,CUST00970,PROD0006,6,393.85,0.27,1725.06,1121.29,603.77,2024,8,15,3,0,0.35,44,10,8556.54,855.6540000000001,2994.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100028,2023-07-17,CUST01249,PROD0100,7,113.74,0.22,621.02,403.66,217.36,2023,7,17,3,0,0.35,64,15,18267.04,1217.8026666666667,6393.48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100029,2024-04-11,CUST00690,PROD0098,2,398.09,0.3,557.33,362.26,195.07,2024,4,11,2,0,0.35,12,17,14189.33,834.6664705882353,4966.29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100030,2023-10-09,CUST01091,PROD0049,6,396.79,0.25,1785.56,1160.61,624.95,2023,10,9,4,0,0.35,149,10,12925.83,1292.583,4524.04,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100031,2022-01-21,CUST00677,PROD0072,6,164.03,0.15,836.55,543.76,292.79,2022,1,21,1,0,0.35,168,13,15741.84,1210.9107692307693,5509.63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD100032,2024-04-20,CUST00184,PROD0037,5,399.03,0.22,1556.22,1011.54,544.68,2024,4,20,2,1,0.35,142,12,13948.98,1162.415,4882.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100033,2022-06-16,CUST01005,PROD0010,7,66.33,0.03,450.38,292.75,157.63,2022,6,16,2,0,0.35,227,11,11976.67,1088.7881818181818,4191.84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD100034,2023-01-23,CUST00208,PROD0080,9,405.68,0.28,2628.81,1708.73,920.08,2023,1,23,1,0,0.35,1,10,11903.21,1190.321,4166.12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ORD100035,2023-08-24,CUST00528,PROD0066,7,77.5,0.3,379.75,246.84,132.91,2023,8,24,3,0,0.35,37,18,24965.24,1386.957777777778,8737.84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD100036,2022-11-12,CUST01324,PROD0056,2,492.86,0.26,729.43,474.13,255.3,2022,11,12,4,1,0.35,61,20,28376.510000000002,1418.8255000000001,9931.77,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100037,2022-01-14,CUST00818,PROD0083,4,295.74,0.01,1171.13,761.23,409.9,2022,1,14,1,0,0.35,1,14,14451.630000000001,1032.2592857142859,5058.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD100038,2022-08-30,CUST01003,PROD0071,1,391.94,0.05,372.34,242.02,130.32,2022,8,30,3,0,0.35,15,16,13207.99,825.499375,4622.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD100039,2024-02-16,CUST01265,PROD0066,2,283.89,0.03,550.75,357.99,192.76,2024,2,16,1,0,0.35,33,10,9882.99,988.299,3459.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD100040,2023-07-19,CUST00455,PROD0045,9,291.51,0.13,2282.52,1483.64,798.88,2023,7,19,3,0,0.35,531,9,17088.13,1898.6811111111112,5980.84,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD100041,2024-06-16,CUST00902,PROD0087,7,244.02,0.01,1691.06,1099.19,591.87,2024,6,16,2,1,0.35,198,11,12558.27,1141.6609090909092,4395.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ORD100042,2022-04-02,CUST00244,PROD0095,8,73.44,0.28,423.01,274.96,148.05,2022,4,2,2,1,0.35,24,16,11389.33,711.833125,3986.27,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100043,2024-08-13,CUST00771,PROD0068,8,139.61,0.18,915.84,595.3,320.54,2024,8,13,3,0,0.35,34,12,15463.07,1288.5891666666666,5412.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD100044,2023-05-24,CUST00238,PROD0064,2,468.24,0.17,777.28,505.23,272.05,2023,5,24,2,0,0.35,38,13,21327.1,1640.5461538461536,7464.49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORD100045,2024-02-15,CUST01270,PROD0016,5,189.46,0.13,824.15,535.7,288.45,2024,2,15,1,0,0.35,34,16,12914.28,807.1425,4519.97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100046,2022-02-04,CUST00345,PROD0010,1,32.84,0.1,29.56,19.21,10.35,2022,2,4,1,0,0.35,75,14,20165.37,1440.3835714285713,7057.89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD100047,2022-07-25,CUST00310,PROD0113,9,399.7,0.15,3057.7,1987.5,1070.2,2022,7,25,3,0,0.35,65,11,9935.449999999999,903.2227272727272,3477.41,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100048,2024-10-22,CUST01308,PROD0021,5,358.08,0.16,1503.94,977.56,526.38,2024,10,22,4,0,0.35,70,13,16846.41,1295.8776923076923,5896.26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD100049,2024-10-18,CUST00038,PROD0092,1,157.21,0.21,124.2,80.73,43.47,2024,10,18,4,0,0.35,74,13,17860.190000000002,1373.8607692307694,6251.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD100050,2023-07-20,CUST00032,PROD0110,7,188.71,0.05,1254.92,815.7,439.22,2023,7,20,3,0,0.35,15,11,13027.59,1184.3263636363636,4559.65,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100051,2023-12-04,CUST01267,PROD0012,9,248.17,0.17,1853.83,1204.99,648.84,2023,12,4,4,0,0.35,37,18,21472.19,1192.8994444444443,7515.28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ORD100052,2023-02-06,CUST00292,PROD0013,1,75.61,0.17,62.76,40.79,21.97,2023,2,6,1,0,0.35,79,14,15490.24,1106.4457142857143,5421.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ORD100053,2023-12-31,CUST00292,PROD0116,1,496.18,0.11,441.6,287.04,154.56,2023,12,31,4,1,0.35,79,14,15490.24,1106.4457142857143,5421.58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100054,2022-06-11,CUST00758,PROD0104,1,192.1,0.29,136.39,88.65,47.74,2022,6,11,2,1,0.35,152,10,10296.369999999999,1029.637,3603.74,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100055,2022-07-21,CUST01406,PROD0081,7,429.61,0.22,2345.67,1524.69,820.98,2022,7,21,3,0,0.35,79,18,27431.18,1523.9544444444446,9600.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD100056,2024-09-22,CUST00578,PROD0082,3,415.04,0.21,983.64,639.37,344.27,2024,9,22,3,1,0.35,96,20,19072.27,953.6135,6675.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100057,2022-09-27,CUST01162,PROD0117,9,136.25,0.26,907.42,589.82,317.6,2022,9,27,3,0,0.35,94,5,7628.92,1525.784,2670.12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ORD100058,2024-03-26,CUST01224,PROD0010,9,44.21,0.1,358.1,232.76,125.34,2024,3,26,1,0,0.35,118,13,11676.22,898.1707692307692,4086.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ORD100059,2023-04-01,CUST01359,PROD0092,7,226.64,0.06,1491.29,969.34,521.95,2023,4,1,2,1,0.35,98,13,12224.27,940.3284615384616,4278.49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ORD100060,2024-10-13,CUST00605,PROD0013,3,113.33,0.13,295.79,192.26,103.53,2024,10,13,4,1,0.35,6,9,13392.54,1488.0600000000002,4687.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100061,2022-10-23,CUST00447,PROD0034,8,192.72,0.18,1264.24,821.76,442.48,2022,10,23,4,1,0.35,108,10,9273.53,927.3530000000001,3245.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100062,2023-12-21,CUST01372,PROD0059,6,459.79,0.17,2289.75,1488.34,801.41,2023,12,21,4,0,0.35,28,16,14364.09,897.755625,5027.43,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100063,2022-12-04,CUST00278,PROD0049,4,294.58,0.07,1095.84,712.3,383.54,2022,12,4,4,1,0.35,28,14,12057.62,861.2585714285715,4220.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ORD100064,2024-05-28,CUST00994,PROD0006,8,214.07,0.08,1575.56,1024.11,551.45,2024,5,28,2,0,0.35,30,16,14793.82,924.61375,5177.84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD100065,2024-12-12,CUST00532,PROD0012,3,298.82,0.28,645.45,419.54,225.91,2024,12,12,4,0,0.35,19,17,16910.33,994.7252941176472,5918.63,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100066,2024-03-02,CUST01423,PROD0029,1,56.72,0.02,55.59,36.13,19.46,2024,3,2,1,1,0.35,47,21,17361.6,826.742857142857,6076.57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100067,2022-08-05,CUST01415,PROD0077,4,381.39,0.15,1296.73,842.87,453.86,2022,8,5,3,0,0.35,246,8,7154.51,894.31375,2504.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD100068,2024-02-03,CUST00984,PROD0026,9,285.31,0.14,2208.3,1435.4,772.9,2024,2,3,1,1,0.35,7,16,22720.15,1420.009375,7952.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ORD100069,2022-07-07,CUST00602,PROD0068,7,485.14,0.12,2988.46,1942.5,1045.96,2022,7,7,3,0,0.35,257,15,16105.24,1073.6826666666666,5636.82,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD100070,2023-01-15,CUST00562,PROD0079,1,200.17,0.24,152.13,98.88,53.25,2023,1,15,1,1,0.35,25,8,9738.2,1217.275,3408.38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100071,2023-05-08,CUST01034,PROD0016,1,97.56,0.28,70.24,45.66,24.58,2023,5,8,2,0,0.35,25,12,8655.55,721.2958333333332,3029.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100072,2024-11-30,CUST00591,PROD0053,1,93.82,0.3,65.67,42.69,22.98,2024,11,30,4,1,0.35,31,7,9608.66,1372.6657142857143,3363.0299999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100073,2022-01-15,CUST00059,PROD0019,6,429.4,0.04,2473.34,1607.67,865.67,2022,1,15,1,1,0.35,113,17,19789.89,1164.1111764705881,6926.46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD100074,2022-03-06,CUST01112,PROD0047,9,233.09,0.01,2076.83,1349.94,726.89,2022,3,6,1,1,0.35,7,17,25293.57,1487.8570588235293,8852.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100075,2023-06-05,CUST00459,PROD0090,3,149.43,0.08,412.43,268.08,144.35,2023,6,5,2,0,0.35,92,13,14416.21,1108.9392307692308,5045.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD100076,2023-10-10,CUST00104,PROD0032,3,395.32,0.2,948.77,616.7,332.07,2023,10,10,4,0,0.35,84,12,16202.37,1350.1975,5670.82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD100077,2024-12-22,CUST00831,PROD0070,7,369.89,0.12,2278.52,1481.04,797.48,2024,12,22,4,1,0.35,9,19,22526.59,1185.61,7884.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100078,2023-08-16,CUST00789,PROD0116,6,455.6,0.14,2350.9,1528.08,822.82,2023,8,16,3,0,0.35,198,6,6763.1,1127.1833333333334,2367.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD100079,2023-01-27,CUST00104,PROD0070,9,433.73,0.3,2732.5,1776.12,956.38,2023,1,27,1,0,0.35,84,12,16202.37,1350.1975,5670.82,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD100080,2023-02-23,CUST01278,PROD0061,3,53.41,0.15,136.2,88.53,47.67,2023,2,23,1,0,0.35,14,14,14572.46,1040.8899999999999,5100.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD100081,2022-10-16,CUST00742,PROD0005,7,90.0,0.27,459.9,298.94,160.96,2022,10,16,4,1,0.35,3,23,19765.36,859.3634782608696,6917.88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD100082,2023-01-14,CUST01359,PROD0059,7,233.04,0.12,1435.53,933.09,502.44,2023,1,14,1,1,0.35,98,13,12224.27,940.3284615384616,4278.49,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
